support_id,support_tuple,support_size,support_mask,x_CooperateBot,x_CupodBot,x_DBot,x_DefectBot,x_DupocBot,x_OBot,x_TitForTatBot,x_EBot,c,c_crosscheck,is_interior,is_singular,tangent_eigvals,max_re_eigval,min_re_eigval,has_complex_eigvals,within_face_class,external_invasion_fitnesses,max_external_fitness,externally_stable,overall_class
22,"(DupocBot, OBot)",2,00001100,,,,,0.0,1.0,,,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
23,"(DupocBot, TitForTatBot)",2,00001010,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
24,"(DupocBot, EBot)",2,00001001,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
25,"(OBot, TitForTatBot)",2,00000110,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
26,"(OBot, EBot)",2,00000101,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
27,"(TitForTatBot, EBot)",2,00000011,,,,,,,-0.5,1.5,3.5,3.5,False,False,[],,,False,,{},-inf,True,non_interior
28,"(CooperateBot, CupodBot, DBot)",3,11100000,-0.6666666666666666,1.0,0.6666666666666666,,,,,,-0.0,-9.868649107779169e-17,False,False,[],,,False,,{},-inf,True,non_interior
29,"(CooperateBot, CupodBot, DefectBot)",3,11010000,0.0,0.3333333333333333,,0.6666666666666666,,,,,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
30,"(CooperateBot, CupodBot, DupocBot)",3,11001000,1.0,-0.0,,,-0.0,,,,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
31,"(CooperateBot, CupodBot, OBot)",3,11000100,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
32,"(CooperateBot, CupodBot, TitForTatBot)",3,11000010,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
33,"(CooperateBot, CupodBot, EBot)",3,11000001,6.0000000000000036,-3.000000000000002,,,,,,-2.0000000000000013,8.000000000000004,8.000000000000007,False,False,[],,,False,,{},-inf,True,non_interior
34,"(CooperateBot, DBot, DefectBot)",3,10110000,0.3333333333333333,,-0.3333333333333333,1.0,,,,,-1.6653345369377346e-16,4.9343245538895844e-17,False,False,[],,,False,,{},-inf,True,non_interior
35,"(CooperateBot, DBot, DupocBot)",3,10101000,0.0,,0.0,,1.0,,,,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
36,"(CooperateBot, DBot, OBot)",3,10100100,0.625,,0.12500000000000003,,,0.25000000000000006,,,1.625,1.625,True,False,"[[-0.1875000000000001, 0.5266343608235224], [-0.1875000000000001, -0.5266343608235224]]",-0.1875000000000001,-0.1875000000000001,True,asymptotically_stable,"{""CupodBot"": -0.125, ""DefectBot"": 0.625, ""DupocBot"": -0.125, ""TitForTatBot"": -0.25, ""EBot"": 0.375}",0.625,False,asymp_stable_invadable
37,"(CooperateBot, DBot, TitForTatBot)",3,10100010,0.75,,-1.233581138472396e-17,,,,0.25000000000000006,,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
38,"(CooperateBot, DBot, EBot)",3,10100001,1.0000000000000002,,-1.0000000000000004,,,,,1.0000000000000004,2.0,2.000000000000001,False,False,[],,,False,,{},-inf,True,non_interior
39,"(CooperateBot, DefectBot, DupocBot)",3,10011000,0.6666666666666666,,,-1.1102230246251565e-16,0.3333333333333333,,,,2.0,1.9999999999999996,False,False,[],,,False,,{},-inf,True,non_interior
40,"(CooperateBot, DefectBot, OBot)",3,10010100,0.0,,,0.6666666666666666,,0.3333333333333333,,,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
41,"(CooperateBot, DefectBot, TitForTatBot)",3,10010010,0.6666666666666666,,,-1.1102230246251565e-16,,,0.3333333333333333,,2.0,1.9999999999999996,False,False,[],,,False,,{},-inf,True,non_interior
42,"(CooperateBot, DefectBot, EBot)",3,10010001,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
43,"(CooperateBot, DupocBot, OBot)",3,10001100,1.0,,,,-0.0,-0.0,,,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
44,"(CooperateBot, DupocBot, TitForTatBot)",3,10001010,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
45,"(CooperateBot, DupocBot, EBot)",3,10001001,0.0,,,,1.0,,,-0.0,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
46,"(CooperateBot, OBot, TitForTatBot)",3,10000110,1.0,,,,,-0.0,0.0,,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
47,"(CooperateBot, OBot, EBot)",3,10000101,0.5,,,,,0.3333333333333333,,0.16666666666666666,1.5,1.4999999999999998,True,False,"[[-0.08333333333333329, 0.5713045500334203], [-0.08333333333333329, -0.5713045500334203]]",-0.08333333333333329,-0.08333333333333329,True,asymptotically_stable,"{""CupodBot"": -0.16666666666666674, ""DBot"": -0.5, ""DefectBot"": 0.0, ""DupocBot"": -0.16666666666666674, ""TitForTatBot"": -0.33333333333333326}",0.0,False,asymp_stable_invadable
48,"(CooperateBot, TitForTatBot, EBot)",3,10000011,0.75,,,,,,0.25000000000000006,-0.0,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
49,"(CupodBot, DBot, DefectBot)",3,01110000,,0.3333333333333333,0.0,0.6666666666666666,,,,,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
50,"(CupodBot, DBot, DupocBot)",3,01101000,,-1.9999999999999998,1.0,,1.9999999999999998,,,,2.220446049250313e-16,1.7763568394002505e-15,False,False,[],,,False,,{},-inf,True,non_interior
51,"(CupodBot, DBot, OBot)",3,01100100,,0.3333333333333333,0.0,,,0.6666666666666666,,,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
52,"(CupodBot, DBot, TitForTatBot)",3,01100010,,1.0,-1.9999999999999998,,,,1.9999999999999998,,2.220446049250313e-16,1.7763568394002505e-15,False,False,[],,,False,,{},-inf,True,non_interior
53,"(CupodBot, DBot, EBot)",3,01100001,,1.0,-1.9999999999999998,,,,,1.9999999999999998,2.220446049250313e-16,1.7763568394002505e-15,False,False,[],,,False,,{},-inf,True,non_interior
54,"(CupodBot, DefectBot, DupocBot)",3,01011000,,0.0,,1.0,-0.0,,,,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
55,"(CupodBot, DefectBot, OBot)",3,01010100,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
56,"(CupodBot, DefectBot, TitForTatBot)",3,01010010,,0.0,,1.0,,,0.0,,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
57,"(CupodBot, DefectBot, EBot)",3,01010001,,0.0,,1.0,,,,0.0,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
58,"(CupodBot, DupocBot, OBot)",3,01001100,,0.0,,,-0.0,1.0,,,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
59,"(CupodBot, DupocBot, TitForTatBot)",3,01001010,,0.0,,,-0.0,,1.0000000000000002,,2.0000000000000004,2.000000000000001,False,False,[],,,False,,{},-inf,True,non_interior
60,"(CupodBot, DupocBot, EBot)",3,01001001,,0.0,,,-0.0,,,1.0000000000000002,2.0000000000000004,2.000000000000001,False,False,[],,,False,,{},-inf,True,non_interior
61,"(CupodBot, OBot, TitForTatBot)",3,01000110,,0.3333333333333333,,,,0.6666666666666666,0.0,,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
62,"(CupodBot, OBot, EBot)",3,01000101,,0.3333333333333333,,,,0.6666666666666666,,0.0,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
63,"(CupodBot, TitForTatBot, EBot)",3,01000011,,-2.9999999999999973,,,,,-1.999999999999999,5.9999999999999964,7.9999999999999964,8.000000000000007,False,False,[],,,False,,{},-inf,True,non_interior
64,"(DBot, DefectBot, DupocBot)",3,00111000,,,-2.0,3.9999999999999996,-1.0000000000000002,,,,-6.0,-5.999999999999995,False,False,[],,,False,,{},-inf,True,non_interior
65,"(DBot, DefectBot, OBot)",3,00110100,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
66,"(DBot, DefectBot, TitForTatBot)",3,00110010,,,-0.49999999999999994,1.4999999999999998,,,0.0,,-1.4999999999999998,-1.4999999999999993,False,False,[],,,False,,{},-inf,True,non_interior
67,"(DBot, DefectBot, EBot)",3,00110001,,,-0.49999999999999994,1.4999999999999998,,,,0.0,-1.4999999999999998,-1.4999999999999993,False,False,[],,,False,,{},-inf,True,non_interior
68,"(DBot, DupocBot, OBot)",3,00101100,,,-2.0000000000000004,,-1.0000000000000004,4.000000000000001,,,-6.000000000000002,-5.999999999999998,False,False,[],,,False,,{},-inf,True,non_interior
69,"(DBot, DupocBot, TitForTatBot)",3,00101010,,,0.0,,1.0,,0.0,,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
70,"(DBot, DupocBot, EBot)",3,00101001,,,0.0,,1.0,,,0.0,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
71,"(DBot, OBot, TitForTatBot)",3,00100110,,,1.0,,,1.0,-1.0,,0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
72,"(DBot, OBot, EBot)",3,00100101,,,1.0,,,1.0,,-1.0,0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
73,"(DBot, TitForTatBot, EBot)",3,00100011,,,3.0000000000000004,,,,1.0000000000000002,-3.0000000000000004,2.0000000000000004,2.0000000000000018,False,False,[],,,False,,{},-inf,True,non_interior
74,"(DefectBot, DupocBot, OBot)",3,00011100,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
75,"(DefectBot, DupocBot, TitForTatBot)",3,00011010,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
76,"(DefectBot, DupocBot, EBot)",3,00011001,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
77,"(DefectBot, OBot, TitForTatBot)",3,00010110,,,,1.0,,-0.0,0.0,,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
78,"(DefectBot, OBot, EBot)",3,00010101,,,,1.0,,-0.0,,0.0,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
79,"(DefectBot, TitForTatBot, EBot)",3,00010011,,,,1.0,,,0.0,0.0,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
80,"(DupocBot, OBot, TitForTatBot)",3,00001110,,,,,0.33333333333333337,-0.0,0.6666666666666666,,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
81,"(DupocBot, OBot, EBot)",3,00001101,,,,,0.33333333333333337,-0.0,,0.6666666666666666,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
82,"(DupocBot, TitForTatBot, EBot)",3,00001011,,,,,1.0,,-0.0,0.0,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
83,"(OBot, TitForTatBot, EBot)",3,00000111,,,,,,0.33333333333333337,-0.3333333333333333,1.0,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
84,"(CooperateBot, CupodBot, DBot, DefectBot)",4,11110000,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
85,"(CooperateBot, CupodBot, DBot, DupocBot)",4,11101000,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
86,"(CooperateBot, CupodBot, DBot, OBot)",4,11100100,1.0000000000000004,-0.33333333333333365,-1.295260195396016e-16,,,0.3333333333333334,,,2.0000000000000004,2.0000000000000004,False,False,[],,,False,,{},-inf,True,non_interior
87,"(CooperateBot, CupodBot, DBot, TitForTatBot)",4,11100010,0.75,-8.326672684688674e-17,0.0,,,,0.25,,2.0,1.9999999999999996,False,False,[],,,False,,{},-inf,True,non_interior
88,"(CooperateBot, CupodBot, DBot, EBot)",4,11100001,1.0,-0.0,-1.0000000000000002,,,,,1.0000000000000002,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
89,"(CooperateBot, CupodBot, DefectBot, DupocBot)",4,11011000,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
90,"(CooperateBot, CupodBot, DefectBot, OBot)",4,11010100,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
91,"(CooperateBot, CupodBot, DefectBot, TitForTatBot)",4,11010010,0.6666666666666666,0.0,,0.0,,,0.33333333333333337,,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
92,"(CooperateBot, CupodBot, DefectBot, EBot)",4,11010001,-0.6666666666666662,0.33333333333333326,,1.6666666666666659,,,,-0.3333333333333331,-1.9999999999999984,-1.9999999999999987,False,False,[],,,False,,{},-inf,True,non_interior
93,"(CooperateBot, CupodBot, DupocBot, OBot)",4,11001100,1.0,-0.0,,,-0.0,-0.0,,,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
94,"(CooperateBot, CupodBot, DupocBot, TitForTatBot)",4,11001010,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
95,"(CooperateBot, CupodBot, DupocBot, EBot)",4,11001001,1.500000000000001,1.5000000000000013,,,-1.5000000000000018,,,-0.5000000000000006,3.5000000000000018,3.500000000000005,False,False,[],,,False,,{},-inf,True,non_interior
96,"(CooperateBot, CupodBot, OBot, TitForTatBot)",4,11000110,1.0,-0.0,,,,-0.0,0.0,,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
97,"(CooperateBot, CupodBot, OBot, EBot)",4,11000101,1.0000000000000002,-0.3333333333333334,,,,0.3333333333333333,,0.0,2.0,2.0000000000000004,False,False,[],,,False,,{},-inf,True,non_interior
98,"(CooperateBot, CupodBot, TitForTatBot, EBot)",4,11000011,0.75,-8.326672684688674e-17,,,,,0.25,-0.0,2.0,1.9999999999999996,False,False,[],,,False,,{},-inf,True,non_interior
99,"(CooperateBot, DBot, DefectBot, DupocBot)",4,10111000,0.3333333333333333,,-0.3333333333333333,1.0,-2.7755575615628914e-17,,,,-1.6653345369377348e-16,4.9343245538895844e-17,False,False,[],,,False,,{},-inf,True,non_interior
100,"(CooperateBot, DBot, DefectBot, OBot)",4,10110100,7.401486830834377e-17,,-0.5,1.6666666666666667,,-0.16666666666666666,,,-1.4999999999999998,-1.4999999999999996,False,False,[],,,False,,{},-inf,True,non_interior
101,"(CooperateBot, DBot, DefectBot, TitForTatBot)",4,10110010,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
102,"(CooperateBot, DBot, DefectBot, EBot)",4,10110001,0.3333333333333333,,-0.3333333333333333,1.0,,,,0.0,-1.6653345369377346e-16,4.9343245538895844e-17,False,False,[],,,False,,{},-inf,True,non_interior
103,"(CooperateBot, DBot, DupocBot, OBot)",4,10101100,0.5384615384615384,,0.15384615384615388,,0.07692307692307696,0.23076923076923075,,,1.5384615384615383,1.5384615384615388,True,False,"[[-0.2113222307802983, 0.5366101700433794], [-0.2113222307802983, -0.5366101700433794], [0.11495215386828846, 0.0]]",0.11495215386828846,-0.2113222307802983,True,saddle,"{""CupodBot"": -0.23076923076923062, ""DefectBot"": 0.5384615384615388, ""TitForTatBot"": -0.07692307692307665, ""EBot"": 0.4615384615384617}",0.5384615384615388,False,saddle
104,"(CooperateBot, DBot, DupocBot, TitForTatBot)",4,10101010,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
105,"(CooperateBot, DBot, DupocBot, EBot)",4,10101001,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
106,"(CooperateBot, DBot, OBot, TitForTatBot)",4,10100110,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
107,"(CooperateBot, DBot, OBot, EBot)",4,10100101,1.0000000000000002,,-1.0000000000000007,,,-1.2810265668751805e-16,,1.0000000000000007,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
108,"(CooperateBot, DBot, TitForTatBot, EBot)",4,10100011,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
109,"(CooperateBot, DefectBot, DupocBot, OBot)",4,10011100,0.0,,,0.6666666666666666,1.850371707708594e-17,0.3333333333333333,,,-0.0,6.847750913376838e-34,False,False,[],,,False,,{},-inf,True,non_interior
110,"(CooperateBot, DefectBot, DupocBot, TitForTatBot)",4,10011010,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
111,"(CooperateBot, DefectBot, DupocBot, EBot)",4,10011001,0.0,,,1.0,0.3333333333333333,,,-0.3333333333333333,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
112,"(CooperateBot, DefectBot, OBot, TitForTatBot)",4,10010110,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
113,"(CooperateBot, DefectBot, OBot, EBot)",4,10010101,0.5,,,-0.0,,0.3333333333333333,,0.16666666666666666,1.5,1.4999999999999998,False,False,[],,,False,,{},-inf,True,non_interior
114,"(CooperateBot, DefectBot, TitForTatBot, EBot)",4,10010011,1.1666666666666665,,,-0.6666666666666666,,,0.3333333333333334,0.16666666666666666,3.4999999999999996,3.4999999999999996,False,False,[],,,False,,{},-inf,True,non_interior
115,"(CooperateBot, DupocBot, OBot, TitForTatBot)",4,10001110,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
116,"(CooperateBot, DupocBot, OBot, EBot)",4,10001101,0.3333333333333333,,,,0.1111111111111111,0.3333333333333333,,0.22222222222222224,1.3333333333333333,1.333333333333333,True,False,"[[0.1542742936565717, 0.0], [-0.07713714682828567, 0.56048792543526], [-0.07713714682828567, -0.56048792543526]]",0.1542742936565717,-0.07713714682828567,True,saddle,"{""CupodBot"": -0.33333333333333326, ""DBot"": -0.6666666666666664, ""DefectBot"": -0.33333333333333326, ""TitForTatBot"": -0.11111111111111094}",-0.11111111111111094,True,saddle
117,"(CooperateBot, DupocBot, TitForTatBot, EBot)",4,10001011,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
118,"(CooperateBot, OBot, TitForTatBot, EBot)",4,10000111,1.5000000000000002,,,,,-0.6666666666666667,0.6666666666666669,-0.5000000000000001,3.5000000000000004,3.5000000000000018,False,False,[],,,False,,{},-inf,True,non_interior
119,"(CupodBot, DBot, DefectBot, DupocBot)",4,01111000,,-0.5,-0.49999999999999994,1.5,0.5,,,,-1.4999999999999998,-1.5,False,False,[],,,False,,{},-inf,True,non_interior
120,"(CupodBot, DBot, DefectBot, OBot)",4,01110100,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
121,"(CupodBot, DBot, DefectBot, TitForTatBot)",4,01110010,,0.1428571428571428,-0.2857142857142857,1.2857142857142856,,,-0.14285714285714285,,-0.8571428571428571,-0.8571428571428569,False,False,[],,,False,,{},-inf,True,non_interior
122,"(CupodBot, DBot, DefectBot, EBot)",4,01110001,,0.1428571428571428,-0.2857142857142857,1.2857142857142856,,,,-0.14285714285714285,-0.8571428571428571,-0.8571428571428569,False,False,[],,,False,,{},-inf,True,non_interior
123,"(CupodBot, DBot, DupocBot, OBot)",4,01101100,,-0.5,-0.49999999999999994,,0.5,1.4999999999999998,,,-1.4999999999999998,-1.4999999999999998,False,False,[],,,False,,{},-inf,True,non_interior
124,"(CupodBot, DBot, DupocBot, TitForTatBot)",4,01101010,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
125,"(CupodBot, DBot, DupocBot, EBot)",4,01101001,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
126,"(CupodBot, DBot, OBot, TitForTatBot)",4,01100110,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
127,"(CupodBot, DBot, OBot, EBot)",4,01100101,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
128,"(CupodBot, DBot, TitForTatBot, EBot)",4,01100011,,-2.220446049250313e-16,3.0000000000000013,,,,1.0000000000000004,-3.0000000000000013,2.0000000000000004,2.000000000000001,False,False,[],,,False,,{},-inf,True,non_interior
129,"(CupodBot, DefectBot, DupocBot, OBot)",4,01011100,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
130,"(CupodBot, DefectBot, DupocBot, TitForTatBot)",4,01011010,,0.0,,1.0,-0.0,,0.0,,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
131,"(CupodBot, DefectBot, DupocBot, EBot)",4,01011001,,0.0,,1.0,-0.0,,,0.0,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
132,"(CupodBot, DefectBot, OBot, TitForTatBot)",4,01010110,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
133,"(CupodBot, DefectBot, OBot, EBot)",4,01010101,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
134,"(CupodBot, DefectBot, TitForTatBot, EBot)",4,01010011,,0.0,,1.0,,,-0.0,0.0,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
135,"(CupodBot, DupocBot, OBot, TitForTatBot)",4,01001110,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
136,"(CupodBot, DupocBot, OBot, EBot)",4,01001101,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
137,"(CupodBot, DupocBot, TitForTatBot, EBot)",4,01001011,,1.500000000000001,,,-1.500000000000001,,-0.5000000000000008,1.500000000000001,3.5000000000000018,3.500000000000005,False,False,[],,,False,,{},-inf,True,non_interior
138,"(CupodBot, OBot, TitForTatBot, EBot)",4,01000111,,0.3333333333333333,,,,0.6666666666666666,-0.0,0.0,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
139,"(DBot, DefectBot, DupocBot, OBot)",4,00111100,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
140,"(DBot, DefectBot, DupocBot, TitForTatBot)",4,00111010,,,0.0,1.0,0.3333333333333333,,-0.3333333333333333,,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
141,"(DBot, DefectBot, DupocBot, EBot)",4,00111001,,,0.0,1.0,0.3333333333333333,,,-0.3333333333333333,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
142,"(DBot, DefectBot, OBot, TitForTatBot)",4,00110110,,,-0.49999999999999994,1.4999999999999998,,-0.0,0.0,,-1.4999999999999998,-1.4999999999999993,False,False,[],,,False,,{},-inf,True,non_interior
143,"(DBot, DefectBot, OBot, EBot)",4,00110101,,,-0.49999999999999994,1.4999999999999998,,-0.0,,0.0,-1.4999999999999998,-1.4999999999999993,False,False,[],,,False,,{},-inf,True,non_interior
144,"(DBot, DefectBot, TitForTatBot, EBot)",4,00110011,,,-0.49999999999999994,1.4999999999999998,,,0.0,0.0,-1.4999999999999998,-1.4999999999999993,False,False,[],,,False,,{},-inf,True,non_interior
145,"(DBot, DupocBot, OBot, TitForTatBot)",4,00101110,,,1.0,,0.0,1.0,-1.0,,0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
146,"(DBot, DupocBot, OBot, EBot)",4,00101101,,,1.0,,0.0,1.0,,-1.0,0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
147,"(DBot, DupocBot, TitForTatBot, EBot)",4,00101011,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
148,"(DBot, OBot, TitForTatBot, EBot)",4,00100111,,,,,,,,,,,False,True,[],,,False,,{},-inf,True,singular
149,"(DefectBot, DupocBot, OBot, TitForTatBot)",4,00011110,,,,1.0,0.0,-0.0,0.0,,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
150,"(DefectBot, DupocBot, OBot, EBot)",4,00011101,,,,1.0,0.0,-0.0,,0.0,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
151,"(DefectBot, DupocBot, TitForTatBot, EBot)",4,00011011,,,,1.0,0.0,,-0.0,0.0,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
152,"(DefectBot, OBot, TitForTatBot, EBot)",4,00010111,,,,1.0,,-0.0,0.0,0.0,-0.0,0.0,False,False,[],,,False,,{},-inf,True,non_interior
153,"(DupocBot, OBot, TitForTatBot, EBot)",4,00001111,,,,,0.16666666666666666,0.5,-0.16666666666666666,0.5,1.0,0.9999999999999998,False,False,[],,,False,,{},-inf,True,non_interior
154,"(CooperateBot, CupodBot, DBot, DefectBot, DupocBot)",5,11111000,0.33333333333333326,2.7755575615628914e-17,-0.3333333333333333,1.0,2.0543252740130515e-33,,,,-1.1102230246251564e-16,-2.6521994477156517e-16,False,False,[],,,False,,{},-inf,True,non_interior
155,"(CooperateBot, CupodBot, DBot, DefectBot, OBot)",5,11110100,-3.700743415417188e-17,0.33333333333333337,3.700743415417188e-17,0.6666666666666666,,0.0,,,-0.0,-5.4782007307014706e-33,False,False,[],,,False,,{},-inf,True,non_interior
156,"(CooperateBot, CupodBot, DBot, DefectBot, TitForTatBot)",5,11110010,0.22222222222222218,0.1111111111111111,-0.2222222222222222,0.8888888888888888,,,-9.130334551169118e-34,,-7.401486830834377e-17,-5.345518266713717e-17,False,False,[],,,False,,{},-inf,True,non_interior
157,"(CooperateBot, CupodBot, DBot, DefectBot, EBot)",5,11110001,0.33333333333333326,2.7755575615628914e-17,-0.3333333333333333,1.0,,,,-1.0271626370065256e-33,-1.1102230246251564e-16,-2.6521994477156517e-16,False,False,[],,,False,,{},-inf,True,non_interior
158,"(CooperateBot, CupodBot, DBot, DupocBot, OBot)",5,11101100,0.6250000000000001,0.12499999999999992,0.12500000000000003,,-0.1249999999999999,0.2500000000000001,,,1.625,1.6250000000000007,False,False,[],,,False,,{},-inf,True,non_interior
159,"(CooperateBot, CupodBot, DBot, DupocBot, TitForTatBot)",5,11101010,0.75,1.7270135938613543e-17,-2.467162276944792e-17,,-2.467162276944792e-17,,0.25000000000000006,,2.0,2.0,False,False,[],,,False,,{},-inf,True,non_interior
