t,alpha,zoo,family,fingerprint,run,n_types,is_fully_proven,n_pure_ess,edges_strict,n_sccs,n_cycles,n_supports,n_stable_faces,n_extreme_ne,n_ne_components,n_attractors,largest_basin,dominant_support,moran_ss,moran_population,moran_beta
0.6,0.8,body+twins,syntactic,98134a3b2b71,body+twins_syntactic_t060_a080_98134a3b2b71,12,True,0,46,3,54,4083,8,64,1,16,0.950249,CIM+Def+Dup+OB+Pru,Def+Pru,100,1.0
0.6,1.0,body+twins,syntactic,9e838945e70a,body+twins_syntactic_t080_a100_9e838945e70a,12,True,0,11,12,0,4083,0,121,1,24,0.905473,CIM+Cup+CupT+DB+DIM+Def+Dup+EB+OB+Pru+TFT,—,100,1.0
0.4,0.0,body+twins,syntactic,f7df4db66078,body+twins_syntactic_t100_a000_f7df4db66078,12,True,0,0,12,0,4083,0,144,1,26,0.870647,CIM+Coop+Cup+CupT+DB+DIM+Def+Dup+EB+OB+Pru+TFT,—,100,1.0
0.4,0.3,body+twins,syntactic,0cdc71d073ec,body+twins_syntactic_t040_a030_0cdc71d073ec,12,True,0,36,5,12,4083,5,52,2,17,0.940299,CIM+Coop+Dup+TFT,CIM+Dup,100,1.0
0.4,0.45,body+twins,syntactic,ee207f993047,body+twins_syntactic_t060_a030_ee207f993047,12,True,0,45,5,69,4083,8,80,2,17,0.9801,CIM+Coop+Dup+TFT,CIM+Dup,100,1.0
0.4,0.62,body+twins,syntactic,1771e29237cf,body+twins_syntactic_t040_a062_1771e29237cf,12,True,0,44,5,22,4083,4,80,2,17,0.945274,CIM+Coop+Dup+TFT,CIM+Dup,100,1.0
0.4,0.8,body+twins,syntactic,e6ab26a6bdb4,body+twins_syntactic_t040_a080_e6ab26a6bdb4,12,True,0,48,4,144,4083,18,81,1,15,0.965174,CIM+Def+Dup+OB+Pru,OB+Pru,100,1.0
0.4,1.0,body+twins,syntactic,9e838945e70a,body+twins_syntactic_t080_a100_9e838945e70a,12,True,0,11,12,0,4083,0,121,1,24,0.905473,CIM+Cup+CupT+DB+DIM+Def+Dup+EB+OB+Pru+TFT,—,100,1.0
0.2,0.0,body+twins,syntactic,f7df4db66078,body+twins_syntactic_t100_a000_f7df4db66078,12,True,0,0,12,0,4083,0,144,1,26,0.870647,CIM+Coop+Cup+CupT+DB+DIM+Def+Dup+EB+OB+Pru+TFT,—,100,1.0
0.2,0.3,body+twins,syntactic,db73ab5819d7,body+twins_syntactic_t020_a030_db73ab5819d7,12,True,0,31,10,1,4083,1,52,2,17,0.920398,CIM+Coop+Dup+TFT,CIM+Dup,100,1.0
0.2,0.45,body+twins,syntactic,7e8d3a416bc4,body+twins_syntactic_t020_a045_7e8d3a416bc4,12,True,0,36,8,3,4083,2,52,2,17,0.915423,CIM+Coop+Dup+TFT,CIM+Dup,100,1.0
0.2,0.62,body+twins,syntactic,fba3d0b8d893,body+twins_syntactic_t020_a062_fba3d0b8d893,12,True,0,49,4,49,4083,6,81,1,17,0.960199,CIM+Def+Dup+OB+Pru,OB+Pru,100,1.0
0.2,0.8,body+twins,syntactic,564b7b36bd0d,body+twins_syntactic_t020_a080_564b7b36bd0d,12,True,0,44,7,15,4083,3,25,1,16,0.960199,CIM+Def+Dup+OB+Pru,CIM+Dup+OB+Pru,100,1.0
0.2,1.0,body+twins,syntactic,9e838945e70a,body+twins_syntactic_t080_a100_9e838945e70a,12,True,0,11,12,0,4083,0,121,1,24,0.905473,CIM+Cup+CupT+DB+DIM+Def+Dup+EB+OB+Pru+TFT,—,100,1.0
0.0,0.0,body+twins,syntactic,f7df4db66078,body+twins_syntactic_t100_a000_f7df4db66078,12,True,0,0,12,0,4083,0,144,1,26,0.870647,CIM+Coop+Cup+CupT+DB+DIM+Def+Dup+EB+OB+Pru+TFT,—,100,1.0
0.0,0.3,body+twins,syntactic,68f53b781581,body+twins_syntactic_t000_a030_68f53b781581,12,True,0,27,12,0,4083,0,9,1,13,1.0,Def+OB+Pru,Def+OB+Pru,100,1.0
0.0,0.45,body+twins,syntactic,596dd0e9580c,body+twins_syntactic_t000_a045_596dd0e9580c,12,True,0,35,12,0,4083,0,25,1,15,0.985075,CIM+Def+Dup+OB+Pru,CIM+Def+Dup+OB+Pru,100,1.0
0.0,0.62,body+twins,syntactic,596dd0e9580c,body+twins_syntactic_t000_a045_596dd0e9580c,12,True,0,35,12,0,4083,0,25,1,15,0.985075,CIM+Def+Dup+OB+Pru,CIM+Def+Dup+OB+Pru,100,1.0
0.0,0.8,body+twins,syntactic,dabbd1a3162d,body+twins_syntactic_t000_a080_dabbd1a3162d,12,True,0,20,12,0,4083,0,100,1,23,0.915423,CIM+Cup+DB+DIM+Def+Dup+EB+OB+Pru+TFT,—,100,1.0
0.0,1.0,body+twins,syntactic,9e838945e70a,body+twins_syntactic_t080_a100_9e838945e70a,12,True,0,11,12,0,4083,0,121,1,24,0.905473,CIM+Cup+CupT+DB+DIM+Def+Dup+EB+OB+Pru+TFT,—,100,1.0
1.0,0.0,body+twins+natives,behavioral,d2be5f067353,body+twins+natives_t100_a000_d2be5f067353,14,True,0,0,14,0,16369,0,196,1,31,0.840796,CIM+Coop+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
1.0,0.3,body+twins+natives,behavioral,6dc149db6632,body+twins+natives_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
1.0,0.45,body+twins+natives,behavioral,6dc149db6632,body+twins+natives_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
1.0,0.62,body+twins+natives,behavioral,6dc149db6632,body+twins+natives_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
1.0,0.8,body+twins+natives,behavioral,6dc149db6632,body+twins+natives_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
1.0,1.0,body+twins+natives,behavioral,6dc149db6632,body+twins+natives_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
0.8,0.0,body+twins+natives,behavioral,d2be5f067353,body+twins+natives_t100_a000_d2be5f067353,14,True,0,0,14,0,16369,0,196,1,31,0.840796,CIM+Coop+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
0.8,0.3,body+twins+natives,behavioral,b0781aac0b37,body+twins+natives_t080_a030_b0781aac0b37,14,True,0,64,3,255,16369,8,36,1,17,0.955224,Def+Max+OB+Pru,Def+Pru+TFT,100,1.0
0.8,0.45,body+twins+natives,behavioral,b0781aac0b37,body+twins+natives_t080_a030_b0781aac0b37,14,True,0,64,3,255,16369,8,36,1,17,0.955224,Def+Max+OB+Pru,Def+Pru+TFT,100,1.0
0.8,0.62,body+twins+natives,behavioral,9a8ce6b51813,body+twins+natives_t080_a062_9a8ce6b51813,14,True,0,56,3,255,16369,8,40,2,17,0.950249,Def+Max+OB+Pru,Max+TFT,100,1.0
0.8,0.8,body+twins+natives,behavioral,9a8ce6b51813,body+twins+natives_t080_a062_9a8ce6b51813,14,True,0,56,3,255,16369,8,40,2,17,0.950249,Def+Max+OB+Pru,Max+TFT,100,1.0
0.8,1.0,body+twins+natives,behavioral,01e563a4396d,body+twins+natives_t080_a100_01e563a4396d,14,True,0,23,14,0,16369,0,121,1,25,0.865672,CIM+Cup+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,Def+OB+Pru,100,1.0
0.6,0.0,body+twins+natives,behavioral,d2be5f067353,body+twins+natives_t100_a000_d2be5f067353,14,True,0,0,14,0,16369,0,196,1,31,0.840796,CIM+Coop+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
0.6,0.3,body+twins+natives,behavioral,72a1f9b42042,body+twins+natives_t060_a030_72a1f9b42042,14,True,0,63,3,369,16369,10,36,1,17,0.945274,Def+Max+OB+Pru,Def+Pru+TFT,100,1.0
0.6,0.45,body+twins+natives,behavioral,b0781aac0b37,body+twins+natives_t080_a030_b0781aac0b37,14,True,0,64,3,255,16369,8,36,1,17,0.955224,Def+Max+OB+Pru,Def+Pru+TFT,100,1.0
0.6,0.62,body+twins+natives,behavioral,9a8ce6b51813,body+twins+natives_t080_a062_9a8ce6b51813,14,True,0,56,3,255,16369,8,40,2,17,0.950249,Def+Max+OB+Pru,Max+TFT,100,1.0
0.6,0.8,body+twins+natives,behavioral,f93ea72b4a56,body+twins+natives_t060_a080_f93ea72b4a56,14,True,0,59,8,65,16369,11,33,2,14,1.0,TFT,TFT,100,1.0
0.6,1.0,body+twins+natives,behavioral,28ca9e478fb9,body+twins+natives_t060_a100_28ca9e478fb9,14,True,0,13,14,0,16369,0,169,1,28,0.855721,CIM+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
0.4,0.0,body+twins+natives,behavioral,d2be5f067353,body+twins+natives_t100_a000_d2be5f067353,14,True,0,0,14,0,16369,0,196,1,31,0.840796,CIM+Coop+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
0.4,0.3,body+twins+natives,behavioral,f39097b39f8a,body+twins+natives_t040_a030_f39097b39f8a,14,True,0,55,6,53,16369,6,36,1,17,0.970149,Def+Max+OB+Pru,Def+Pru+TFT,100,1.0
0.4,0.45,body+twins+natives,behavioral,72a1f9b42042,body+twins+natives_t060_a030_72a1f9b42042,14,True,0,63,3,369,16369,10,36,1,17,0.945274,Def+Max+OB+Pru,Def+Pru+TFT,100,1.0
0.4,0.62,body+twins+natives,behavioral,0d7eb635b640,body+twins+natives_t040_a062_0d7eb635b640,14,True,0,58,7,39,16369,6,36,1,21,0.497512,Def+Max+OB+Pru,Max,100,1.0
0.4,0.8,body+twins+natives,behavioral,a711576af05a,body+twins+natives_t040_a080_a711576af05a,14,True,0,56,12,2,16369,2,16,1,21,0.467662,Def+Max+OB+Pru,Max,100,1.0
0.4,1.0,body+twins+natives,behavioral,28ca9e478fb9,body+twins+natives_t060_a100_28ca9e478fb9,14,True,0,13,14,0,16369,0,169,1,28,0.855721,CIM+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
0.2,0.0,body+twins+natives,behavioral,d2be5f067353,body+twins+natives_t100_a000_d2be5f067353,14,True,0,0,14,0,16369,0,196,1,31,0.840796,CIM+Coop+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
0.2,0.3,body+twins+natives,behavioral,5ea2e8c4841d,body+twins+natives_t020_a030_5ea2e8c4841d,14,True,0,38,10,2,16369,0,64,1,17,0.99005,Def+Max+OB+Pru,Def+Max+Pru,100,1.0
0.2,0.45,body+twins+natives,behavioral,63f32f623a38,body+twins+natives_t020_a045_63f32f623a38,14,True,0,47,11,2,16369,2,36,1,21,0.791045,Def+Max+OB+Pru,Max,100,1.0
0.2,0.62,body+twins+natives,behavioral,e129ca2434ac,body+twins+natives_t020_a062_e129ca2434ac,14,True,0,66,10,6,16369,2,16,1,20,0.791045,Def+Max+OB+Pru,Max,100,1.0
0.2,0.8,body+twins+natives,behavioral,c0004e05b196,body+twins+natives_t020_a080_c0004e05b196,14,True,0,55,13,1,16369,1,36,1,21,0.890547,CIM+Def+Dup+Max+OB+Pru,CIM+Dup+Max,100,1.0
0.2,1.0,body+twins+natives,behavioral,28ca9e478fb9,body+twins+natives_t060_a100_28ca9e478fb9,14,True,0,13,14,0,16369,0,169,1,28,0.855721,CIM+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
0.0,0.0,body+twins+natives,behavioral,d2be5f067353,body+twins+natives_t100_a000_d2be5f067353,14,True,0,0,14,0,16369,0,196,1,31,0.840796,CIM+Coop+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
0.0,0.3,body+twins+natives,behavioral,1a1aec1164b4,body+twins+natives_t000_a030_1a1aec1164b4,14,True,0,40,14,0,16369,0,16,1,17,0.99005,Def+Max+OB+Pru,Def+Max+OB+Pru,100,1.0
0.0,0.45,body+twins+natives,behavioral,30393625b4e5,body+twins+natives_t000_a045_30393625b4e5,14,True,0,48,14,0,16369,0,36,1,19,0.975124,CIM+Def+Dup+Max+OB+Pru,CIM+Def+Dup+Max+OB+Pru,100,1.0
0.0,0.62,body+twins+natives,behavioral,30393625b4e5,body+twins+natives_t000_a045_30393625b4e5,14,True,0,48,14,0,16369,0,36,1,19,0.975124,CIM+Def+Dup+Max+OB+Pru,CIM+Def+Dup+Max+OB+Pru,100,1.0
0.0,0.8,body+twins+natives,behavioral,c2b7c4a9bd2f,body+twins+natives_t000_a080_c2b7c4a9bd2f,14,True,0,33,14,0,16369,0,121,1,25,0.905473,CIM+Cup+DB+DIM+Def+Dup+EB+Max+OB+Pru+TFT,—,100,1.0
0.0,1.0,body+twins+natives,behavioral,28ca9e478fb9,body+twins+natives_t060_a100_28ca9e478fb9,14,True,0,13,14,0,16369,0,169,1,28,0.855721,CIM+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
1.0,0.0,body+twins+natives,epsilon,d2be5f067353,body+twins+natives_epsilon_t100_a000_d2be5f067353,14,True,0,0,14,0,16369,0,196,1,31,0.840796,CIM+Coop+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
1.0,0.3,body+twins+natives,epsilon,6dc149db6632,body+twins+natives_epsilon_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
1.0,0.45,body+twins+natives,epsilon,6dc149db6632,body+twins+natives_epsilon_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
1.0,0.62,body+twins+natives,epsilon,6dc149db6632,body+twins+natives_epsilon_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
1.0,0.8,body+twins+natives,epsilon,6dc149db6632,body+twins+natives_epsilon_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
1.0,1.0,body+twins+natives,epsilon,6dc149db6632,body+twins+natives_epsilon_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
0.8,0.0,body+twins+natives,epsilon,d2be5f067353,body+twins+natives_epsilon_t100_a000_d2be5f067353,14,True,0,0,14,0,16369,0,196,1,31,0.840796,CIM+Coop+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
0.8,0.3,body+twins+natives,epsilon,6dc149db6632,body+twins+natives_epsilon_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
0.8,0.45,body+twins+natives,epsilon,6dc149db6632,body+twins+natives_epsilon_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
0.8,0.62,body+twins+natives,epsilon,6dc149db6632,body+twins+natives_epsilon_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
0.8,0.8,body+twins+natives,epsilon,6dc149db6632,body+twins+natives_epsilon_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
0.8,1.0,body+twins+natives,epsilon,28ca9e478fb9,body+twins+natives_epsilon_t080_a100_28ca9e478fb9,14,True,0,13,14,0,16369,0,169,1,28,0.855721,CIM+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
0.6,0.0,body+twins+natives,epsilon,d2be5f067353,body+twins+natives_epsilon_t100_a000_d2be5f067353,14,True,0,0,14,0,16369,0,196,1,31,0.840796,CIM+Coop+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
0.6,0.3,body+twins+natives,epsilon,6dc149db6632,body+twins+natives_epsilon_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
0.6,0.45,body+twins+natives,epsilon,6dc149db6632,body+twins+natives_epsilon_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
0.6,0.62,body+twins+natives,epsilon,6dc149db6632,body+twins+natives_epsilon_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
0.6,0.8,body+twins+natives,epsilon,2e5b71550b3d,body+twins+natives_epsilon_t060_a080_2e5b71550b3d,14,True,0,59,7,39,16369,6,36,1,21,0.61194,Def+Max+OB+Pru,Max,100,1.0
0.6,1.0,body+twins+natives,epsilon,28ca9e478fb9,body+twins+natives_epsilon_t080_a100_28ca9e478fb9,14,True,0,13,14,0,16369,0,169,1,28,0.855721,CIM+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
0.4,0.0,body+twins+natives,epsilon,d2be5f067353,body+twins+natives_epsilon_t100_a000_d2be5f067353,14,True,0,0,14,0,16369,0,196,1,31,0.840796,CIM+Coop+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
0.4,0.3,body+twins+natives,epsilon,e8c4a57c4e5d,body+twins+natives_epsilon_t040_a030_e8c4a57c4e5d,14,True,0,47,7,15,16369,3,241,2,17,0.950249,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max,100,1.0
0.4,0.45,body+twins+natives,epsilon,6dc149db6632,body+twins+natives_epsilon_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
0.4,0.62,body+twins+natives,epsilon,6dc149db6632,body+twins+natives_epsilon_t100_a030_6dc149db6632,14,True,0,54,7,39,16369,6,272,2,17,0.985075,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max+Min,100,1.0
0.4,0.8,body+twins+natives,epsilon,b3215a5e65eb,body+twins+natives_epsilon_t040_a080_b3215a5e65eb,14,True,0,63,10,5,16369,2,36,1,19,0.935323,CIM+Def+Dup+Max+OB+Pru,CIM+Dup+Max,100,1.0
0.4,1.0,body+twins+natives,epsilon,28ca9e478fb9,body+twins+natives_epsilon_t080_a100_28ca9e478fb9,14,True,0,13,14,0,16369,0,169,1,28,0.855721,CIM+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
0.2,0.0,body+twins+natives,epsilon,d2be5f067353,body+twins+natives_epsilon_t100_a000_d2be5f067353,14,True,0,0,14,0,16369,0,196,1,31,0.840796,CIM+Coop+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
0.2,0.3,body+twins+natives,epsilon,5133d3155119,body+twins+natives_epsilon_t020_a030_5133d3155119,14,True,0,39,14,0,16369,0,160,2,19,0.930348,CIM+Coop+Dup+Max+Min+TFT,CIM+Dup+Max,100,1.0
0.2,0.45,body+twins+natives,epsilon,ac0f8dda988b,body+twins+natives_epsilon_t020_a045_ac0f8dda988b,14,True,0,52,7,15,16369,3,36,1,20,0.80597,Def+Max+OB+Pru,Max,100,1.0
0.2,0.62,body+twins+natives,epsilon,13bceaab1f68,body+twins+natives_epsilon_t020_a062_13bceaab1f68,14,True,0,59,10,5,16369,2,16,1,21,0.60199,Def+Max+OB+Pru,Max,100,1.0
0.2,0.8,body+twins+natives,epsilon,b3215a5e65eb,body+twins+natives_epsilon_t040_a080_b3215a5e65eb,14,True,0,63,10,5,16369,2,36,1,19,0.935323,CIM+Def+Dup+Max+OB+Pru,CIM+Dup+Max,100,1.0
0.2,1.0,body+twins+natives,epsilon,28ca9e478fb9,body+twins+natives_epsilon_t080_a100_28ca9e478fb9,14,True,0,13,14,0,16369,0,169,1,28,0.855721,CIM+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
0.0,0.0,body+twins+natives,epsilon,d2be5f067353,body+twins+natives_epsilon_t100_a000_d2be5f067353,14,True,0,0,14,0,16369,0,196,1,31,0.840796,CIM+Coop+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
0.0,0.3,body+twins+natives,epsilon,1a1aec1164b4,body+twins+natives_epsilon_t000_a030_1a1aec1164b4,14,True,0,40,14,0,16369,0,16,1,17,0.99005,Def+Max+OB+Pru,Def+Max+OB+Pru,100,1.0
0.0,0.45,body+twins+natives,epsilon,30393625b4e5,body+twins+natives_epsilon_t000_a045_30393625b4e5,14,True,0,48,14,0,16369,0,36,1,19,0.975124,CIM+Def+Dup+Max+OB+Pru,CIM+Def+Dup+Max+OB+Pru,100,1.0
0.0,0.62,body+twins+natives,epsilon,30393625b4e5,body+twins+natives_epsilon_t000_a045_30393625b4e5,14,True,0,48,14,0,16369,0,36,1,19,0.975124,CIM+Def+Dup+Max+OB+Pru,CIM+Def+Dup+Max+OB+Pru,100,1.0
0.0,0.8,body+twins+natives,epsilon,c2b7c4a9bd2f,body+twins+natives_epsilon_t000_a080_c2b7c4a9bd2f,14,True,0,33,14,0,16369,0,121,1,25,0.905473,CIM+Cup+DB+DIM+Def+Dup+EB+Max+OB+Pru+TFT,—,100,1.0
0.0,1.0,body+twins+natives,epsilon,28ca9e478fb9,body+twins+natives_epsilon_t080_a100_28ca9e478fb9,14,True,0,13,14,0,16369,0,169,1,28,0.855721,CIM+Cup+CupT+DB+DIM+Def+Dup+EB+Max+Min+OB+Pru+TFT,—,100,1.0
